date,average_latitude,average_longitude,coordinate_reference_system,deficit,palmer_drought_severity_index,potential_evapotranspiration,precipitation,maximum_temperature,minimum_temperature,vapor_pressure,vapor_pressure_deficit,wind_speed
2014-01-01,-10.020833333333314,-72.02083333333333,3.0,0.0,-0.8531958762886588,77.21546391752578,251.79381443298968,30.22041237113402,20.416804123711344,2.687216494845361,0.6774226804123712,1.0493814432989692
2014-01-01,-10.020833333333314,-64.99999999999999,3.0,0.0,1.7751666666666674,74.9375,315.6358333333334,29.383750000000003,21.319666666666667,2.82815,0.5049583333333333,1.1958333333333333
2014-01-01,-10.020833333333314,-58.0,3.0,0.0,-0.5089583333333325,107.20520833333336,398.3020833333333,30.846354166666668,20.90291666666667,2.7066250000000003,0.7765624999999999,1.3295833333333331
2014-01-01,-4.999999999999981,-72.02083333333333,3.0,0.2066924398625429,-2.2648655498281776,81.03850085910653,235.7958934707904,30.837923539518904,21.406042955326463,2.8452369845360823,0.6741490549828179,1.1063818728522337
2014-01-01,-4.9999999999999805,-64.99999999999999,3.0,0.0591909722222222,0.6918317708333341,80.95078125,286.9887013888889,30.866545833333333,22.495981944444445,3.0898628125,0.5237835069444444,1.220704513888889
2014-01-01,-4.999999999999981,-58.0,3.0,0.0452907986111111,3.4243042534722234,90.90883680555557,281.6233029513889,30.823540798611116,23.04710069444445,3.0805938368055554,0.5736610243055555,1.3393506944444444
2014-01-01,1.000000000000009,-72.02083333333333,3.0,39.01887886597939,-2.6135051546391743,109.02431271477664,75.51937285223367,32.41401202749141,22.104795962199315,2.754271262886598,1.031153350515464,1.3575601374570447
2014-01-01,1.0000000000000095,-65.0,3.0,8.447057291666667,1.9656024305555564,100.96927951388888,168.89453125,32.16982291666667,21.83577170138889,2.915993142361111,0.8184227430555555,1.2673072916666668
2014-01-01,1.0000000000000095,-58.0,3.0,18.254622395833334,2.831128472222223,96.60709635416669,62.53042534722223,30.69061848958334,21.958376736111116,2.798591796875,0.7465581597222222,1.3814236111111111
2014-02-01,-10.020833333333314,-72.02083333333333,3.0,0.697938144329897,-1.1175257731958754,69.13608247422681,161.68144329896907,29.731546391752577,20.18814432989691,2.633783505154639,0.6544329896907216,1.029278350515464
2014-02-01,-10.020833333333314,-64.99999999999999,3.0,0.0,2.2429583333333345,67.59,319.9170833333334,29.04870833333333,21.52175,2.8108041666666663,0.4994166666666667,1.1829583333333331
2014-02-01,-10.020833333333314,-58.0,3.0,0.0,-0.0108333333333324,86.01354166666668,323.71875,30.256458333333335,20.47145833333333,2.7698854166666664,0.605,1.3776041666666667
2014-02-01,-4.999999999999981,-72.02083333333333,3.0,0.4466709621993127,-1.3747792096219922,74.16200601374571,272.0223453608248,30.566282646048112,21.27521950171821,2.8121755154639176,0.6631898625429553,1.049891323024055
2014-02-01,-4.9999999999999805,-64.99999999999999,3.0,0.0,1.2784041666666677,74.08986979166667,324.9094826388889,30.500087152777777,22.023114236111116,2.960324496527777,0.5670723958333334,1.1893147569444444
2014-02-01,-4.999999999999981,-58.0,3.0,0.0,3.2861297743055564,75.67356770833334,263.4566449652778,30.10024696180556,22.23328949652778,2.9366398003472223,0.5573559027777778,1.2181397569444443
2014-02-01,1.000000000000009,-72.02083333333333,3.0,32.48086340206186,-2.5812113402061847,97.56911512027492,95.29548969072168,31.900667955326465,22.34330756013746,2.696318943298969,1.0387285223367697,1.2470253436426115
2014-02-01,1.0000000000000095,-65.0,3.0,1.858289930555556,2.288113715277779,89.43941840277779,191.4955121527778,31.94666840277778,21.80464149305556,2.83419921875,0.8668715277777779,1.456135416666667
2014-02-01,1.0000000000000095,-58.0,3.0,1.9450303819444448,3.0911501736111124,81.90772569444445,147.00659722222224,30.14560329861111,21.59477213541667,2.692348524305556,0.7552126736111111,1.3409092881944444
2014-03-01,-10.020833333333314,-72.02083333333333,3.0,0.0,-1.3122680412371122,81.40721649484537,198.74329896907216,30.007628865979385,20.054226804123715,2.657237113402062,0.6542268041237114,1.0903092783505155
2014-03-01,-10.020833333333314,-64.99999999999999,3.0,0.0,3.086916666666668,75.72041666666668,349.49625000000003,29.53679166666667,21.98916666666667,2.846766666666667,0.5579583333333333,1.2144583333333334
2014-03-01,-10.020833333333314,-58.0,3.0,0.0,-0.7886458333333324,90.32604166666668,257.10520833333334,30.916354166666668,21.297083333333337,2.8362604166666667,0.6842708333333333,1.2245833333333334
2014-03-01,-4.999999999999981,-72.02083333333333,3.0,0.0,-1.488994845360824,83.25587628865979,252.08681271477664,30.41800085910653,21.276116838487976,2.837029939862543,0.619338058419244,1.1121426116838489
2014-03-01,-4.9999999999999805,-64.99999999999999,3.0,0.0,1.7254210069444456,83.65571527777779,352.90125694444447,30.655543055555555,22.51511805555556,3.054346736111111,0.533557638888889,1.243015451388889
2014-03-01,-4.999999999999981,-58.0,3.0,0.0,3.997503472222223,84.49447916666666,422.32404947916666,30.436659722222224,23.0514609375,3.0440705729166666,0.5600655381944445,1.36496484375
2014-03-01,1.000000000000009,-72.02083333333333,3.0,1.7432560137457045,-2.3590356529209613,104.91823453608248,180.46222079037804,31.835,22.37889604810997,2.7762437714776635,0.9524441580756012,1.2422916666666666
2014-03-01,1.0000000000000095,-65.0,3.0,4.6546875,2.28645920138889,103.02443576388887,206.57419270833336,32.05785677083333,22.29762586805556,2.924781336805556,0.8323576388888889,1.3818151041666666
2014-03-01,1.0000000000000095,-58.0,3.0,5.881423611111112,2.5838020833333344,101.37309027777778,125.26605902777776,30.461833767361117,22.434034288194447,2.775873697916667,0.77912109375,1.5913151041666669
